region_iso,date,population
DE-SN,2021-02-20,4077937
DE-SN,2021-02-12,4077937
DE-SN,2021-02-14,4077937
DE-SN,2021-02-06,4077937
DE-ST,2021-02-12,2245470
DE-ST,2021-02-06,2245470
DE-ST,2021-02-14,2245470
DE-ST,2021-02-20,2245470
DE-ST,2021-02-13,2245470
DE-TH,2021-02-06,2143145
DE-TH,2021-02-20,2143145
DE-TH,2021-02-12,2143145
DE-TH,2021-02-14,2143145
DE-TH,2021-02-13,2143145
DK-81,2021-02-12,590580
DK-81,2021-02-14,590580
DK-81,2021-02-13,590580
DK-81,2021-02-20,590580
DK-81,2021-02-06,590580
DK-82,2021-02-06,1326913
DK-82,2021-02-13,1326913
DK-82,2021-02-14,1326913
DK-82,2021-02-12,1326913
DK-82,2021-02-20,1326913
DK-83,2021-02-20,1223894
DK-83,2021-02-12,1223894
DK-83,2021-02-14,1223894
DK-83,2021-02-06,1223894
DK-83,2021-02-13,1223894
DK-84,2021-02-06,1848989
DK-84,2021-02-20,1848989
DK-84,2021-02-14,1848989
DK-84,2021-02-12,1848989
DK-84,2021-02-13,1848989
DK-85,2021-02-14,837087
DK-85,2021-02-20,837087
DK-85,2021-02-12,837087
DK-85,2021-02-06,837087
DK-85,2021-02-13,837087
ES-AN,2021-02-14,8476718
ES-AN,2021-02-06,8476718
ES-AN,2021-02-12,8476718
ES-AN,2021-02-20,8476718
ES-AN,2021-02-13,8476718
ES-AR,2021-02-14,1324397
ES-AR,2021-02-13,1324397
ES-AR,2021-02-06,1324397
ES-AR,2021-02-20,1324397
ES-AR,2021-02-12,1324397
ES-AS,2021-02-20,1028244
ES-AS,2021-02-12,1028244
ES-AS,2021-02-06,1028244
ES-AS,2021-02-14,1028244
ES-AS,2021-02-13,1028244
ES-CB,2021-02-13,580229
ES-CB,2021-02-12,580229
ES-CB,2021-02-14,580229
ES-CB,2021-02-06,580229
ES-CB,2021-02-20,580229
ES-CE,2021-02-13,84202
ES-CE,2021-02-14,84202
ES-CE,2021-02-20,84202
ES-CE,2021-02-12,84202
ES-CE,2021-02-06,84202
ES-CL,2021-02-06,2418694
ES-CL,2021-02-20,2418694
ES-CL,2021-02-12,2418694
ES-CL,2021-02-13,2418694
ES-CL,2021-02-14,2418694
ES-CM,2021-02-20,2106331
ES-CM,2021-02-06,2106331
ES-CM,2021-02-13,2106331
ES-CM,2021-02-14,2106331
ES-CM,2021-02-12,2106331
ES-CN,2021-02-20,2175952
ES-CN,2021-02-12,2175952
ES-CN,2021-02-13,2175952
ES-CN,2021-02-14,2175952
ES-CN,2021-02-06,2127685
ES-CT,2021-02-20,7727029
ES-CT,2021-02-06,7727029
ES-CT,2021-02-12,7727029
ES-CT,2021-02-14,7727029
ES-CT,2021-02-13,7727029
ES-EX,2021-02-20,1067710
ES-EX,2021-02-06,1067710
ES-EX,2021-02-14,1067710
ES-EX,2021-02-12,1067710
ES-EX,2021-02-13,1067710
ES-GA,2021-02-06,2703290
ES-GA,2021-02-20,2703290
ES-GA,2021-02-14,2703290
ES-GA,2021-02-13,2703290
ES-GA,2021-02-12,2703290
ES-IB,2021-02-14,1149460
ES-IB,2021-02-06,1149460
ES-IB,2021-02-20,1149460
ES-IB,2021-02-13,1149460
ES-IB,2021-02-12,1149460
ES-MC,2021-02-14,1504607
ES-MC,2021-02-12,1504607
ES-MC,2021-02-20,1504607
ES-MC,2021-02-06,1504607
ES-MC,2021-02-13,1504607
ES-MD,2021-02-12,6779888
ES-MD,2021-02-13,6779888
ES-MD,2021-02-14,6779888
ES-MD,2021-02-20,6779888
ES-MD,2021-02-06,6779888
ES-ML,2021-02-12,87076
ES-ML,2021-02-14,87076
ES-ML,2021-02-06,87076
ES-ML,2021-02-13,87076
ES-ML,2021-02-20,87076
ES-NC,2021-02-20,647554
ES-NC,2021-02-14,647554
ES-NC,2021-02-12,647554
ES-NC,2021-02-06,647554
ES-NC,2021-02-13,647554
ES-PV,2021-02-20,2167707
ES-PV,2021-02-06,2167707
ES-PV,2021-02-12,2167707
ES-PV,2021-02-13,2167707
ES-PV,2021-02-14,2167707
ES-RI,2021-02-13,315675
ES-RI,2021-02-14,315675
ES-RI,2021-02-06,315675
ES-RI,2021-02-20,315675
ES-RI,2021-02-12,315675
ES-VC,2021-02-13,5003769
ES-VC,2021-02-06,5003769
ES-VC,2021-02-20,5003769
ES-VC,2021-02-12,5003769
ES-VC,2021-02-14,5003769
FR-ARA,2021-02-14,7948287
FR-ARA,2021-02-06,7948287
FR-ARA,2021-02-12,7948287
FR-ARA,2021-02-13,7948287
FR-ARA,2021-02-20,7948287
FR-BFC,2021-02-13,2811423
FR-BFC,2021-02-20,2811423
FR-BFC,2021-02-12,2811423
FR-BFC,2021-02-06,2811423
FR-BFC,2021-02-14,2811423
FR-BRE,2021-02-20,3318904
FR-BRE,2021-02-13,3318904
FR-BRE,2021-02-14,3318904
FR-BRE,2021-02-06,3318904
FR-BRE,2021-02-12,3318904
FR-CVL,2021-02-14,2576252
FR-CVL,2021-02-06,2576252
FR-CVL,2021-02-20,2576252
FR-CVL,2021-02-12,2576252
FR-CVL,2021-02-13,2576252
FR-GES,2021-02-12,5549586
FR-GES,2021-02-20,5549586
FR-GES,2021-02-13,5549586
FR-GES,2021-02-14,5549586
FR-GES,2021-02-06,5549586
FR-GF,2021-02-13,268700
FR-GF,2021-02-12,282731
FR-GF,2021-02-13,282731
FR-GF,2021-02-06,282731
FR-GF,2021-02-06,268700
FR-GF,2021-02-12,268700
FR-GF,2021-02-20,282731
FR-GF,2021-02-14,282731
FR-GF,2021-02-14,268700
FR-GP,2021-02-12,390253
FR-GP,2021-02-14,390253
FR-GP,2021-02-13,390253
FR-GP,2021-02-06,390253
FR-GP,2021-02-20,390253
FR-HDF,2021-02-06,6003815
FR-HDF,2021-02-12,6003815
FR-HDF,2021-02-14,6003815
FR-HDF,2021-02-13,6003815
FR-HDF,2021-02-20,6003815
FR-IDF,2021-02-12,12174880
FR-IDF,2021-02-06,12174880
FR-IDF,2021-02-14,12174880
FR-IDF,2021-02-13,12174880
FR-IDF,2021-02-20,12174880
FR-MQ,2021-02-14,372594
FR-MQ,2021-02-20,372594
FR-MQ,2021-02-12,372594
FR-MQ,2021-02-06,372594
FR-MQ,2021-02-13,372594
FR-NAQ,2021-02-20,5956978
FR-NAQ,2021-02-06,5956978
FR-NAQ,2021-02-14,5956978
FR-NAQ,2021-02-12,5956978
FR-NAQ,2021-02-13,5956978
FR-NOR,2021-02-20,3330478
FR-NOR,2021-02-12,3330478
FR-NOR,2021-02-06,3330478
FR-NOR,2021-02-13,3330478
FR-NOR,2021-02-14,3330478
FR-OCC,2021-02-12,5845102
FR-OCC,2021-02-14,5845102
FR-OCC,2021-02-13,5845102
FR-OCC,2021-02-06,5845102
FR-OCC,2021-02-20,5845102
FR-PAC,2021-02-06,5030890
FR-PAC,2021-02-20,5030890
FR-PAC,2021-02-14,5030890
FR-PAC,2021-02-13,5030890
FR-PAC,2021-02-12,5030890
FR-PDL,2021-02-20,3757600
FR-PDL,2021-02-06,3757600
FR-PDL,2021-02-13,3757600
FR-PDL,2021-02-14,3757600
FR-PDL,2021-02-12,3757600
FR-RE,2021-02-13,855961
FR-RE,2021-02-12,855961
FR-RE,2021-02-14,855961
FR-RE,2021-02-20,855961
FR-RE,2021-02-06,855961
FR-YT,2021-02-12,256518
FR-YT,2021-02-14,256518
FR-YT,2021-02-13,256518
FR-YT,2021-02-06,256518
FR-YT,2021-02-20,256518
GB-ENG,2021-02-20,55268100
GB-ENG,2021-02-14,55268100
GB-ENG,2021-02-06,55268100
GB-ENG,2021-02-13,55268100
GB-ENG,2021-02-12,55268100
GB-NIR,2021-02-12,1862100
GB-NIR,2021-02-06,1862100
GB-NIR,2021-02-14,1862100
GB-NIR,2021-02-13,1862100
GB-NIR,2021-02-20,1862100
GB-SCT,2021-02-12,5404700
GB-SCT,2021-02-06,5404700
GB-SCT,2021-02-13,5404700
GB-SCT,2021-02-14,5404700
GB-SCT,2021-02-20,5404700
GB-WLS,2021-02-12,3113000
GB-WLS,2021-02-20,3113000
GB-WLS,2021-02-13,3113000
GB-WLS,2021-02-06,3113000
GB-WLS,2021-02-14,3113000
IN-AN,2021-02-06,356152
IN-AN,2021-02-14,356152
IN-AN,2021-02-13,356152
IN-AN,2021-02-12,356152
IN-AN,2021-02-20,356152
IN-AP,2021-02-14,49386799
IN-AP,2021-02-06,49386799
IN-AP,2021-02-12,49386799
IN-AP,2021-02-13,49386799
IN-AP,2021-02-20,49386799
IN-AR,2021-02-13,1383727
IN-AR,2021-02-14,1383727
IN-AR,2021-02-14,1382611
IN-AR,2021-02-06,1382611
IN-AR,2021-02-12,1383727
IN-AR,2021-02-06,1383727
IN-AR,2021-02-20,1383727
IN-AR,2021-02-12,1382611
IN-AR,2021-02-13,1382611
IN-AS,2021-02-13,31205576
IN-AS,2021-02-14,31205576
IN-AS,2021-02-06,31205576
IN-AS,2021-02-20,31205576
IN-AS,2021-02-12,31205576
IN-BR,2021-02-20,104099452
IN-BR,2021-02-06,103804637
IN-BR,2021-02-14,103804637
IN-BR,2021-02-13,104099452
IN-BR,2021-02-06,104099452
IN-BR,2021-02-12,104099452
IN-BR,2021-02-13,103804637
IN-BR,2021-02-14,104099452
IN-BR,2021-02-12,103804637
IN-CH,2021-02-14,1055450
IN-CH,2021-02-06,1055450
IN-CH,2021-02-12,1055450
IN-CH,2021-02-13,1055450
IN-CH,2021-02-20,1055450
IN-CT,2021-02-12,25545198
IN-CT,2021-02-13,25545198
IN-CT,2021-02-14,25545198
IN-CT,2021-02-20,25545198
IN-DD,2021-02-06,243247
IN-DD,2021-02-13,243247
IN-DD,2021-02-12,243247
IN-DD,2021-02-20,243247
IN-DD,2021-02-14,243247
IN-DL,2021-02-12,26495000
IN-DL,2021-02-20,26495000
IN-DL,2021-02-06,26495000
IN-DL,2021-02-13,26495000
IN-DL,2021-02-14,26495000
IN-DN,2021-02-12,343709
IN-DN,2021-02-20,343709
IN-DN,2021-02-14,343709
IN-DN,2021-02-13,343709
IN-DN,2021-02-06,343709
IN-GA,2021-02-20,1458545
IN-GA,2021-02-06,1458545
IN-GA,2021-02-13,1458545
IN-GA,2021-02-14,1458545
IN-GA,2021-02-12,1458545
IN-GJ,2021-02-13,60383628
IN-GJ,2021-02-12,60439692
IN-GJ,2021-02-06,60439692
IN-GJ,2021-02-12,60383628
IN-GJ,2021-02-20,60439692
IN-GJ,2021-02-13,60439692
IN-GJ,2021-02-06,60383628
IN-GJ,2021-02-14,60439692
IN-GJ,2021-02-14,60383628
IN-HP,2021-02-20,6864602
IN-HP,2021-02-12,6864602
IN-HP,2021-02-06,6864602
IN-HP,2021-02-14,6864602
IN-HP,2021-02-13,6864602
IN-HR,2021-02-12,27761063
IN-HR,2021-02-14,27761063
IN-HR,2021-02-06,27761063
IN-HR,2021-02-13,27761063
IN-HR,2021-02-20,27761063
IN-JH,2021-02-13,32988134
IN-JH,2021-02-06,32988134
IN-JH,2021-02-14,32988134
IN-JH,2021-02-12,32988134
IN-JH,2021-02-20,32988134
IN-JK,2021-02-20,12258433
IN-JK,2021-02-12,12258433
IN-JK,2021-02-06,12258433
IN-JK,2021-02-13,12258433
IN-JK,2021-02-14,12258433
IN-KA,2021-02-20,61130704
IN-KA,2021-02-06,61130704
IN-KA,2021-02-13,61130704
IN-KA,2021-02-14,61095297
IN-KA,2021-02-12,61095297
IN-KA,2021-02-14,61130704
IN-KA,2021-02-06,61095297
IN-KA,2021-02-12,61130704
IN-KA,2021-02-13,61095297
IN-KL,2021-02-13,34523726
IN-KL,2021-02-06,34523726
IN-KL,2021-02-14,34523726
IN-KL,2021-02-12,34523726
IN-KL,2021-02-20,34523726
IN-LA,2021-02-12,274289
IN-LA,2021-02-14,274289
IN-LA,2021-02-13,274289
IN-LA,2021-02-20,274289
IN-LD,2021-02-20,60595
IN-LD,2021-02-12,60595
IN-LD,2021-02-14,60595
IN-LD,2021-02-13,60595
IN-LD,2021-02-06,60595
IN-MH,2021-02-20,112374333
IN-MH,2021-02-06,112374333
IN-MH,2021-02-13,112372972
IN-MH,2021-02-13,112374333
IN-MH,2021-02-12,112372972
IN-MH,2021-02-14,112372972
IN-MH,2021-02-06,112372972
IN-MH,2021-02-12,112374333
IN-MH,2021-02-14,112374333
IN-ML,2021-02-06,3211000
IN-ML,2021-02-12,3211000
IN-ML,2021-02-13,3211000
IN-ML,2021-02-20,3211000
IN-ML,2021-02-14,3211000
IN-MN,2021-02-12,2855794
IN-MN,2021-02-13,2855794
IN-MN,2021-02-14,2855794
IN-MN,2021-02-06,2855794
IN-MN,2021-02-20,2855794
IN-MP,2021-02-13,72626809
IN-MP,2021-02-06,72626809
IN-MP,2021-02-14,72626809
IN-MP,2021-02-12,72597565
IN-MP,2021-02-14,72597565
IN-MP,2021-02-06,72597565
IN-MP,2021-02-12,72626809
IN-MP,2021-02-13,72597565
IN-MP,2021-02-20,72626809
IN-MZ,2021-02-06,1097206
IN-MZ,2021-02-12,1097206
IN-MZ,2021-02-14,1097206
IN-MZ,2021-02-13,1097206
IN-MZ,2021-02-20,1097206
IN-NL,2021-02-12,1978502
IN-NL,2021-02-14,1978502
IN-NL,2021-02-06,1978502
IN-NL,2021-02-13,1978502
IN-NL,2021-02-20,1978502
IN-OR,2021-02-12,41974218
IN-OR,2021-02-20,41974218
IN-OR,2021-02-14,41974218
IN-OR,2021-02-13,41974218
IN-PB,2021-02-13,27743338
IN-PB,2021-02-14,27743338
IN-PB,2021-02-06,27743338
IN-PB,2021-02-20,27743338
IN-PB,2021-02-12,27743338
IN-PY,2021-02-14,973829
IN-PY,2021-02-12,973829
IN-PY,2021-02-13,973829
IN-PY,2021-02-06,973829
IN-PY,2021-02-20,973829
IN-RJ,2021-02-13,68548437
IN-RJ,2021-02-06,68548437
IN-RJ,2021-02-20,68548437
IN-RJ,2021-02-14,68548437
IN-RJ,2021-02-12,68548437
IN-SK,2021-02-20,657876
IN-SK,2021-02-06,657876
IN-SK,2021-02-14,657876
IN-SK,2021-02-12,657876
IN-SK,2021-02-13,657876
IN-TG,2021-02-12,35193978
IN-TG,2021-02-14,35193978
IN-TG,2021-02-13,35193978
IN-TG,2021-02-20,35193978
IN-TN,2021-02-20,72147030
IN-TN,2021-02-12,72147030
IN-TN,2021-02-14,72147030
IN-TN,2021-02-06,72147030
IN-TN,2021-02-13,72147030
IN-TR,2021-02-20,3673917
IN-TR,2021-02-13,3673917
IN-TR,2021-02-14,3673917
IN-TR,2021-02-06,3673917
IN-TR,2021-02-12,3673917
IN-UP,2021-02-14,199581477
IN-UP,2021-02-06,199812341
IN-UP,2021-02-14,199812341
IN-UP,2021-02-06,199581477
IN-UP,2021-02-13,199812341
IN-UP,2021-02-13,199581477
IN-UP,2021-02-12,199812341
IN-UP,2021-02-20,199812341
IN-UP,2021-02-12,199581477
IN-UT,2021-02-20,10086292
IN-UT,2021-02-13,10086292
IN-UT,2021-02-14,10086292
IN-UT,2021-02-12,10086292
IN-WB,2021-02-20,91276115
IN-WB,2021-02-13,91276115
IN-WB,2021-02-14,91276115
IN-WB,2021-02-12,91276115
IN-WB,2021-02-06,91276115
IS-1,2021-02-20,233034
IS-2,2021-02-20,21431
IS-3,2021-02-20,16662
IS-4,2021-02-20,6883
IS-5,2021-02-20,7322
IS-6,2021-02-20,30600
"IS-6,IS-7",2021-02-20,37922
IS-7,2021-02-20,15300
IS-8,2021-02-20,23311
IT-21,2021-02-20,4341375
IT-21,2021-02-06,4341375
IT-21,2021-02-12,4341375
IT-21,2021-02-13,4341375
IT-21,2021-02-14,4341375
IT-23,2021-02-12,125666
IT-23,2021-02-13,125666
IT-23,2021-02-14,125666
IT-23,2021-02-06,125666
IT-23,2021-02-20,125666
IT-25,2021-02-06,10067494
IT-25,2021-02-12,10067494
IT-25,2021-02-14,10067494
IT-25,2021-02-13,10067494
IT-25,2021-02-20,10067494
IT-34,2021-02-14,4905854
IT-34,2021-02-06,4905854
IT-34,2021-02-12,4905854
IT-34,2021-02-13,4905854
IT-34,2021-02-20,4905854
IT-36,2021-02-13,1215220
IT-36,2021-02-12,1215220
IT-36,2021-02-20,1215220
IT-36,2021-02-14,1215220
IT-36,2021-02-06,1215220
IT-42,2021-02-12,1550640
IT-42,2021-02-14,1550640
IT-42,2021-02-20,1550640
IT-42,2021-02-06,1550640
IT-42,2021-02-13,1550640
IT-45,2021-02-14,4459477
IT-45,2021-02-13,4459477
IT-45,2021-02-20,4459477
IT-45,2021-02-06,4459477
IT-45,2021-02-12,4459477
IT-52,2021-02-14,3729641
IT-52,2021-02-12,3729641
IT-52,2021-02-13,3729641
IT-52,2021-02-20,3729641
IT-52,2021-02-06,3729641
IT-55,2021-02-20,882015
IT-55,2021-02-12,882015
IT-55,2021-02-06,882015
IT-55,2021-02-14,882015
IT-55,2021-02-13,882015
IT-57,2021-02-06,1522608
IT-57,2021-02-13,1522608
IT-57,2021-02-12,1522608
IT-57,2021-02-20,1522608
IT-57,2021-02-14,1522608
IT-62,2021-02-06,5879082
IT-62,2021-02-20,5879082
IT-62,2021-02-12,5879082
IT-62,2021-02-14,5879082
IT-62,2021-02-13,5879082
IT-65,2021-02-06,1308451
IT-65,2021-02-12,1308451
IT-65,2021-02-13,1308451
IT-65,2021-02-20,1308451
IT-65,2021-02-14,1308451
IT-67,2021-02-13,304285
IT-67,2021-02-14,304285
IT-67,2021-02-12,304285
IT-67,2021-02-06,304285
IT-67,2021-02-20,304285
IT-72,2021-02-12,5786373
IT-72,2021-02-13,5786373
IT-72,2021-02-06,5786373
IT-72,2021-02-14,5786373
IT-72,2021-02-20,5786373
IT-75,2021-02-14,4029053
IT-75,2021-02-12,4029053
IT-75,2021-02-06,4029053
IT-75,2021-02-20,4029053
IT-75,2021-02-13,4029053
IT-77,2021-02-13,562869
IT-77,2021-02-06,562869
IT-77,2021-02-14,562869
IT-77,2021-02-20,562869
IT-77,2021-02-12,562869
IT-78,2021-02-06,1947131
IT-78,2021-02-13,1947131
IT-78,2021-02-20,1947131
IT-78,2021-02-12,1947131
IT-78,2021-02-14,1947131
IT-82,2021-02-20,4983478
IT-82,2021-02-06,4983478
IT-82,2021-02-14,4983478
IT-82,2021-02-13,4983478
IT-82,2021-02-12,4983478
IT-88,2021-02-06,1639591
IT-88,2021-02-13,1639591
IT-88,2021-02-12,1639591
IT-88,2021-02-14,1639591
IT-88,2021-02-20,1639591
IT-BZ,2021-02-20,531178
IT-BZ,2021-02-12,531178
IT-BZ,2021-02-06,531178
IT-BZ,2021-02-14,531178
IT-BZ,2021-02-13,531178
IT-TN,2021-02-06,541380
IT-TN,2021-02-13,541380
IT-TN,2021-02-14,541380
IT-TN,2021-02-12,541380
IT-TN,2021-02-20,541380
NO-03,2021-02-13,693494
NO-03,2021-02-20,693494
NO-03,2021-02-14,693494
NO-03,2021-02-12,693494
NO-03,2021-02-06,693494
NO-11,2021-02-20,475654
NO-11,2021-02-13,475654
NO-11,2021-02-12,475654
NO-11,2021-02-06,475654
NO-11,2021-02-14,475654
NO-15,2021-02-13,265392
NO-15,2021-02-06,265392
NO-15,2021-02-12,265392
NO-15,2021-02-20,265392
NO-15,2021-02-14,265392
NO-18,2021-02-13,243385
NO-18,2021-02-12,243385
NO-18,2021-02-06,243385
NO-18,2021-02-14,243385
NO-18,2021-02-20,243385
NO-30,2021-02-20,1227305
NO-30,2021-02-12,1227305
NO-30,2021-02-13,1227305
NO-30,2021-02-14,1227305
NO-30,2021-02-06,1227305
NO-34,2021-02-12,371054
NO-34,2021-02-14,371054
NO-34,2021-02-13,371054
NO-34,2021-02-06,371054
NO-34,2021-02-20,371054
NO-38,2021-02-13,417711
NO-38,2021-02-12,417711
NO-38,2021-02-14,417711
NO-38,2021-02-06,417711
NO-38,2021-02-20,417711
NO-42,2021-02-14,305244
NO-42,2021-02-12,305244
NO-42,2021-02-13,305244
NO-42,2021-02-20,305244
NO-42,2021-02-06,305244
NO-46,2021-02-06,633117
NO-46,2021-02-12,633117
NO-46,2021-02-13,633117
NO-46,2021-02-14,633117
NO-46,2021-02-20,633117
NO-50,2021-02-20,464060
NO-50,2021-02-06,464060
NO-50,2021-02-14,464060
NO-50,2021-02-12,464060
NO-50,2021-02-13,464060
NO-54,2021-02-12,244326
NO-54,2021-02-06,244326
NO-54,2021-02-13,244326
NO-54,2021-02-14,244326
NO-54,2021-02-20,244326
PE-AMA,2021-02-20,379384
PE-AMA,2021-02-13,379384
PE-AMA,2021-02-12,379384
PE-AMA,2021-02-14,379384
PE-ANC,2021-02-12,1083519
PE-ANC,2021-02-13,1083519
PE-ANC,2021-02-20,1083519
PE-ANC,2021-02-14,1083519
PE-APU,2021-02-20,405759
PE-APU,2021-02-13,405759
PE-APU,2021-02-14,405759
PE-APU,2021-02-12,405759
PE-ARE,2021-02-14,1382730
PE-ARE,2021-02-12,1382730
PE-ARE,2021-02-13,1382730
PE-ARE,2021-02-20,1382730
PE-AYA,2021-02-20,616176
PE-AYA,2021-02-13,616176
PE-AYA,2021-02-14,616176
PE-AYA,2021-02-12,616176
PE-CAJ,2021-02-14,1341012
PE-CAJ,2021-02-12,1341012
PE-CAJ,2021-02-20,1341012
PE-CAJ,2021-02-13,1341012
PE-CAL,2021-02-13,1129854
PE-CAL,2021-02-14,1129854
PE-CAL,2021-02-12,1129854
PE-CAL,2021-02-20,1129854
PE-CUS,2021-02-20,1205527
PE-CUS,2021-02-13,1205527
PE-CUS,2021-02-14,1205527
PE-CUS,2021-02-12,1205527
PE-HUC,2021-02-20,721047
PE-HUC,2021-02-13,721047
PE-HUC,2021-02-12,721047
PE-HUC,2021-02-14,721047
PE-HUV,2021-02-12,347639
PE-HUV,2021-02-13,347639
PE-HUV,2021-02-14,347639
PE-HUV,2021-02-20,347639
PE-ICA,2021-02-13,850765
PE-ICA,2021-02-14,850765
PE-ICA,2021-02-20,850765
PE-ICA,2021-02-12,850765
PE-JUN,2021-02-20,1246038
PE-JUN,2021-02-12,1246038
PE-JUN,2021-02-14,1246038
PE-JUN,2021-02-13,1246038
PE-LAL,2021-02-13,1778080
PE-LAL,2021-02-12,1778080
PE-LAL,2021-02-14,1778080
PE-LAL,2021-02-20,1778080
PE-LAM,2021-02-13,1197260
PE-LAM,2021-02-14,1197260
PE-LAM,2021-02-12,1197260
PE-LAM,2021-02-20,1197260
PE-LIM,2021-02-13,9485405
PE-LIM,2021-02-12,9485405
PE-LIM,2021-02-14,9485405
PE-LIM,2021-02-20,9485405
PE-LOR,2021-02-20,883510
PE-LOR,2021-02-12,883510
PE-LOR,2021-02-13,883510
PE-LOR,2021-02-14,883510
PE-MDD,2021-02-13,141070
PE-MDD,2021-02-14,141070
PE-MDD,2021-02-20,141070
PE-MDD,2021-02-12,141070
PE-MOQ,2021-02-14,174863
PE-MOQ,2021-02-20,174863
PE-MOQ,2021-02-13,174863
PE-MOQ,2021-02-12,174863
PE-PAS,2021-02-20,254065
PE-PAS,2021-02-14,254065
PE-PAS,2021-02-12,254065
PE-PAS,2021-02-13,254065
PE-PIU,2021-02-13,1856809
PE-PIU,2021-02-14,1856809
PE-PIU,2021-02-12,1856809
PE-PIU,2021-02-20,1856809
PE-PUN,2021-02-20,1172697
PE-PUN,2021-02-14,1172697
PE-PUN,2021-02-13,1172697
PE-PUN,2021-02-12,1172697
PE-SAM,2021-02-14,813381
PE-SAM,2021-02-13,813381
PE-SAM,2021-02-12,813381
PE-SAM,2021-02-20,813381
PE-TAC,2021-02-13,329332
PE-TAC,2021-02-14,329332
PE-TAC,2021-02-12,329332
PE-TAC,2021-02-20,329332
PE-TUM,2021-02-20,224863
PE-TUM,2021-02-12,224863
PE-TUM,2021-02-14,224863
PE-TUM,2021-02-13,224863
PE-UCA,2021-02-20,496459
PE-UCA,2021-02-12,496459
PE-UCA,2021-02-14,496459
PE-UCA,2021-02-13,496459
PL-02,2021-02-13,2915245
PL-02,2021-02-06,2915245
PL-02,2021-02-12,2915245
PL-02,2021-02-14,2915245
PL-02,2021-02-20,2915245
PL-04,2021-02-12,2090836
PL-04,2021-02-13,2090836
PL-04,2021-02-14,2090836
PL-04,2021-02-06,2090836
PL-04,2021-02-20,2090836
PL-06,2021-02-20,2151836
PL-06,2021-02-14,2151836
PL-06,2021-02-06,2151836
PL-06,2021-02-13,2151836
PL-06,2021-02-12,2151836
PL-08,2021-02-20,1020767
PL-08,2021-02-13,1020767
PL-08,2021-02-14,1020767
PL-08,2021-02-12,1020767
PL-08,2021-02-06,1020767
PL-10,2021-02-13,2508464
PL-10,2021-02-14,2508464
PL-10,2021-02-20,2508464
PL-10,2021-02-06,2508464
PL-10,2021-02-12,2508464
PL-12,2021-02-14,3360581
PL-12,2021-02-12,3360581
PL-12,2021-02-06,3360581
PL-12,2021-02-13,3360581
PL-12,2021-02-20,3360581
PL-14,2021-02-20,5492000
PL-14,2021-02-06,5492000
PL-14,2021-02-13,5492000
PL-14,2021-02-14,5492000
PL-14,2021-02-12,5492000
PL-16,2021-02-14,990069
PL-16,2021-02-12,990069
PL-16,2021-02-06,990069
PL-16,2021-02-13,990069
PL-16,2021-02-20,990069
PL-18,2021-02-20,2129284
PL-18,2021-02-06,2129284
PL-18,2021-02-14,2129284
PL-18,2021-02-12,2129284
PL-18,2021-02-13,2129284
PL-20,2021-02-20,1193348
PL-20,2021-02-13,1193348
PL-20,2021-02-12,1193348
PL-20,2021-02-06,1193348
PL-20,2021-02-14,1193348
PL-22,2021-02-12,2290070
PL-22,2021-02-20,2290070
PL-22,2021-02-06,2290070
PL-22,2021-02-13,2290070
PL-22,2021-02-14,2290070
PL-24,2021-02-06,4617000
PL-26,2021-02-06,1241546
PL-26,2021-02-14,1241546
PL-26,2021-02-20,1241546
PL-26,2021-02-13,1241546
PL-26,2021-02-12,1241546
PL-28,2021-02-06,1437812
PL-28,2021-02-12,1437812
PL-28,2021-02-14,1437812
PL-28,2021-02-13,1437812
PL-28,2021-02-20,1437812
PL-30,2021-02-13,3495470
PL-30,2021-02-14,3495470
PL-30,2021-02-06,3495470
PL-30,2021-02-12,3495470
PL-30,2021-02-20,3495470
PL-32,2021-02-14,1698344
PL-32,2021-02-06,1698344
PL-32,2021-02-12,1698344
PL-32,2021-02-13,1698344
PL-32,2021-02-20,1698344
SE-AB,2021-02-20,2389923
SE-AB,2021-02-06,2389923
SE-AB,2021-02-13,2389923
SE-AB,2021-02-14,2389923
SE-AB,2021-02-12,2389923
SE-AC,2021-02-20,273061
SE-AC,2021-02-13,273061
SE-AC,2021-02-14,273061
SE-AC,2021-02-12,273061
SE-AC,2021-02-06,273061
SE-BD,2021-02-12,249768
SE-BD,2021-02-20,249768
SE-BD,2021-02-13,249768
SE-BD,2021-02-14,249768
SE-BD,2021-02-06,249768
SE-C,2021-02-20,387628
SE-C,2021-02-12,387628
SE-C,2021-02-13,387628
SE-C,2021-02-06,387628
SE-C,2021-02-14,387628
SE-D,2021-02-14,299101
SE-D,2021-02-12,299101
SE-D,2021-02-13,299101
SE-D,2021-02-20,299101
SE-D,2021-02-06,299101
SE-E,2021-02-12,467095
SE-E,2021-02-13,467095
SE-E,2021-02-14,467095
SE-E,2021-02-06,467095
SE-E,2021-02-20,467095
SE-F,2021-02-20,364750
SE-F,2021-02-12,364750
SE-F,2021-02-13,364750
SE-F,2021-02-06,364750
SE-F,2021-02-14,364750
SE-G,2021-02-13,202163
SE-G,2021-02-06,202163
SE-G,2021-02-14,202163
SE-G,2021-02-12,202163
SE-G,2021-02-20,202163
SE-H,2021-02-20,245992
SE-H,2021-02-14,245992
SE-H,2021-02-12,245992
SE-H,2021-02-13,245992
SE-H,2021-02-06,245992
SE-I,2021-02-13,60106
SE-I,2021-02-06,60106
SE-I,2021-02-14,60106
